,CASE_SUBMITTED_DAY,CASE_SUBMITTED_MONTH,CASE_SUBMITTED_YEAR,DECISION_DAY,DECISION_MONTH,DECISION_YEAR,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_STATE,EMPLOYER_COUNTRY,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL_VIOLATOR,WORKSITE_STATE,WORKSITE_POSTAL_CODE,CASE_STATUS
26088,23,3,2017,30,3,2017,H1B,BLACK DIAMOND INVESTMENT GROUP LLC,PA,UNITED STATES OF AMERICA,ANALYSTS,5239.0,5,Y,75000.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,N,N,NY,10005,DENIED
26089,24,5,2017,31,5,2017,H1B,FORTINET INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151.0,1,Y,97807.0,Year,Other,2016.0,US MERCER BENCHMARK DATABASE SURVEY,97807.0,112000.0,Year,N,N,CA,91316,CERTIFIED
26090,4,4,2017,10,4,2017,H1B,HJS INVESTMENTS LLC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,5416.0,2,Y,38.0,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,45.0,0.0,Hour,N,N,CA,91301,DENIED
26091,6,5,2014,27,6,2017,H1B,AIG PC GLOBAL SERVICES INC,NY,UNITED STATES OF AMERICA,ANALYSTS,524298.0,1,Y,59900.0,Year,Other,2013.0,WILLIS TOWERS WATSON SURVEY,90000.0,0.0,Year,N,N,NY,10005,CERTIFIEDWITHDRAWN
26092,16,3,2017,22,3,2017,H1B,ANDREW SKURMAN ARCHITECTS,CA,UNITED STATES OF AMERICA,ANALYSTS,541310.0,1,Y,63835.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,55000.0,0.0,Year,N,N,CA,94118,DENIED
26093,28,3,2017,3,4,2017,H1B,FIRMENICH INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,325998.0,1,Y,49000.0,Year,Other,2016.0,WILLIS TOWERS WATSON SURVEY,50000.0,0.0,Year,N,N,NY,10022,CERTIFIED
26094,15,3,2017,21,6,2017,H1B,CIBER INC,CO,UNITED STATES OF AMERICA,ANALYSTS,5415.0,1,Y,66747.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,66747.0,0.0,Year,N,N,FL,32256,CERTIFIEDWITHDRAWN
26095,28,9,2016,21,11,2016,H1B,BECKMAN RESEARCH INSTITUTE OF THE CITY OF HOPE,CA,UNITED STATES OF AMERICA,ANALYSTS,5417.0,1,Y,58427.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,80000.0,0.0,Year,N,N,CA,91010,CERTIFIEDWITHDRAWN
26096,25,5,2017,13,6,2017,H1B,JPMORGAN CHASE and CO,IL,UNITED STATES OF AMERICA,ANALYSTS,551112.0,1,Y,77210.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,105000.0,0.0,Year,N,N,OH,43240,CERTIFIEDWITHDRAWN
26098,13,12,2016,15,12,2016,H1B,THE UNIVERSITY OF SOUTHERN CALIFORNIA,CA,UNITED STATES OF AMERICA,HEALTHCARE,611310.0,1,Y,48526.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,57000.0,0.0,Year,N,N,CA,90292,DENIED
26100,31,1,2017,3,2,2017,H1B,NEXTGEN SOLUTIONS INC,NC,UNITED STATES OF AMERICA,MATHEMATICIANS AND STATISTICIANS,54151.0,1,Y,80184.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,80400.0,0.0,Year,N,N,CA,94133,DENIED
26101,9,3,2017,15,3,2017,H1B,DELOITTE CONSULTING LLP,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54161.0,15,Y,64813.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,N,N,NY,10002,CERTIFIED
26103,5,4,2017,10,4,2017,H1B,DELL PRODUCTS LP,TX,UNITED STATES OF AMERICA,SCIENTIST,42343.0,1,Y,119288.0,Year,Other,2016.0,RADFORD GLOBAL SURVEY,126000.0,0.0,Year,N,N,TX,78753,DENIED
26104,28,3,2017,3,4,2017,H1B,CYIENT INC,CT,UNITED STATES OF AMERICA,ARCHITECTURE,541512.0,1,Y,63877.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,63877.0,0.0,Year,N,N,TX,75154,CERTIFIED
26107,20,8,2014,19,6,2017,H1B,JPMORGAN CHASE and CO,IL,UNITED STATES OF AMERICA,ANALYSTS,551112.0,1,Y,182957.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,200000.0,300000.0,Year,N,N,NY,10179,CERTIFIEDWITHDRAWN
26109,15,3,2017,21,3,2017,H1B,QUADRANT RESOURCE LLC,TX,UNITED STATES OF AMERICA,CONSTRUCTION,541511.0,1,Y,62754.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,67642.0,0.0,Year,Y,N,TX,75219,CERTIFIED
26110,16,7,2014,19,10,2016,H1B,WHIRLPOOL CORPORATION,MI,UNITED STATES OF AMERICA,ANALYSTS,335220.0,1,Y,47466.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,53173.0,0.0,Year,N,N,FL,33126,CERTIFIEDWITHDRAWN
26111,3,4,2017,7,4,2017,H1B,APPIAN CORPORATION,VA,UNITED STATES OF AMERICA,BUSINESS OPERATIONS SPECIALIST,541511.0,1,Y,110490.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,124000.0,0.0,Year,N,N,VA,20190,CERTIFIED
26112,6,12,2016,12,12,2016,E3 Australian,RM WILLIAMS,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,44811.0,1,Y,78000.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,78000.0,0.0,Year,,,NY,10012,DENIED
26113,21,6,2017,27,6,2017,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512.0,1,Y,67786.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,67766.0,0.0,Year,Y,N,CT,6183,DENIED
26115,3,5,2017,5,5,2017,E3 Australian,FAIRMOUNT LONG TERM CARE PHILADELPHIA NURSING HOME,PA,UNITED STATES OF AMERICA,EDUCATION,62311.0,1,Y,38.68,Hour,OES,2017.0,OFLC ONLINE DATA CENTER,39.42,0.0,Hour,,,PA,19130,DENIED
26116,23,2,2017,28,2,2017,H1B,FLYING CROWN LAND GROUP,TX,UNITED STATES OF AMERICA,MARKETING,53119.0,1,Y,64854.0,Year,SCA,2017.0,OFLC ONLINE DATA CENTER,64854.0,0.0,Year,N,N,TX,75209,DENIED
26118,13,4,2017,18,4,2017,E3 Australian,YAHOO INC,CA,UNITED STATES OF AMERICA,SCIENTIST,518112.0,1,Y,116913.0,Year,Other,2017.0,RADFORD GLOBAL SURVEY,99000.0,125200.0,Year,,,CA,94103,DENIED
26124,17,5,2017,22,5,2017,H1B,UNIVERSITY OF ILLINOIS,IL,UNITED STATES OF AMERICA,SCIENTIST,611310.0,1,Y,46560.0,Year,OES,2016.0,NONE,47000.0,0.0,Year,N,N,IL,61801,DENIED
26126,14,3,2017,2,6,2017,H1B,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,50572.0,Year,Other,2016.0,AAMC SURVEY OF RESIDENT FELLOW STIPENDS,51289.0,0.0,Year,N,N,AR,72205,CERTIFIEDWITHDRAWN
26127,8,2,2017,14,2,2017,H1B,MICRON TECHNOLOGY INC,ID,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,334413.0,1,Y,86362.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,94221.0,0.0,Year,N,N,ID,83716,CERTIFIED
26128,17,3,2017,23,3,2017,H1B,DIVERSANT LLC,NJ,UNITED STATES OF AMERICA,ANALYSTS,5415.0,1,Y,55.0,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,49.04,60.0,Hour,Y,N,CA,94597,DENIED
26129,17,11,2016,23,11,2016,H1B,FIRST TEK INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,52478.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,TX,77077,CERTIFIED
26130,14,6,2017,20,6,2017,H1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512.0,15,Y,73154.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,73154.0,0.0,Year,Y,N,CA,92122,CERTIFIED
26131,22,2,2017,24,2,2017,H1B1 Singapore,TAYLOR SPELLMAN LLC,NY,UNITED STATES OF AMERICA,REAL ESTATE,54141.0,1,Y,19.21,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,19.21,0.0,Hour,,,NY,10036,DENIED
26132,9,5,2017,12,5,2017,H1B,HEXAWARE TECHNOLOGIES INC,NJ,UNITED STATES OF AMERICA,REPORTERS AND CORRESPONDENTS,541511.0,1,Y,61818.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,100000.0,0.0,Year,Y,N,NJ,8540,DENIED
26133,14,2,2017,21,2,2017,H1B,DRIL QUIP INC,TX,UNITED STATES OF AMERICA,ANALYSTS,333132.0,1,Y,66040.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,66040.0,70555.0,Year,N,N,TX,77041,CERTIFIED
26134,18,1,2017,24,1,2017,H1B,SIX CONTINENTS HOTELS INC,GA,UNITED STATES OF AMERICA,ENGINEERS,721110.0,1,Y,113610.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,113610.0,141900.0,Year,N,N,GA,30346,CERTIFIED
26135,21,12,2016,11,1,2017,H1B,INFOGEN SOFTWARE INC,VA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,55910.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,NC,7310,CERTIFIEDWITHDRAWN
26138,24,1,2017,30,1,2017,H1B,YASH TECHNOLOGIES INC,IL,UNITED STATES OF AMERICA,MARKETING,541512.0,1,Y,63336.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,Y,N,IA,52807,CERTIFIED
26139,13,4,2017,18,4,2017,H1B,MICHAEL J PANGIA PC,DC,UNITED STATES OF AMERICA,SCIENTIST,54111.0,1,Y,21.36,Hour,Other,2017.0,OFLC ONLINE DATA CENTER,22.0,0.0,Hour,N,N,DC,20036,DENIED
26140,17,4,2017,25,4,2017,E3 Australian,PARAGON SKYDIVE LLC,AZ,UNITED STATES OF AMERICA,ANALYSTS,71399.0,3,Y,21.48,Hour,Other,2016.0,OFLC ONLINE DATA CENTER,21.5,0.0,Hour,,,AZ,86023,DENIED
26141,20,3,2017,24,3,2017,H1B,TEXAS AandM UNIVERSITY,TX,UNITED STATES OF AMERICA,ENGINEERS,611310.0,1,Y,93600.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,143820.0,0.0,Year,N,N,TX,77843,CERTIFIED
26143,9,2,2017,15,2,2017,H1B,CAPGEMINI AMERICA INC,IL,UNITED STATES OF AMERICA,ANALYSTS,5416.0,1,Y,71781.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74200.0,0.0,Year,Y,N,NY,10001,CERTIFIED
26144,22,3,2017,28,3,2017,H1B,THE TRUSTEES OF PRINCETON UNIVERSITY,NJ,UNITED STATES OF AMERICA,FINANCE,611310.0,1,Y,47060.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,87000.0,0.0,Year,N,N,NJ,8544,CERTIFIED
26145,28,3,2017,31,3,2017,H1B,AMERICAN PET CLINIC,CA,UNITED STATES OF AMERICA,SCIENTIST,54194.0,1,Y,100277.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,100277.0,0.0,Year,N,N,CA,95307,DENIED
26146,10,1,2017,24,4,2017,H1B,PROKARMA INC,NE,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,100547.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,110000.0,120000.0,Year,Y,N,NJ,8807,CERTIFIEDWITHDRAWN
26147,6,2,2017,10,2,2017,H1B,THE UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,TX,UNITED STATES OF AMERICA,FINANCE,611310.0,1,Y,36442.0,Year,OES,2017.0,NONE,47848.0,0.0,Year,N,N,TX,77030,CERTIFIED
26149,25,1,2017,31,1,2017,H1B,INOVANT LLC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,522320.0,1,Y,99757.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,99757.0,106250.0,Year,N,N,TX,78759,CERTIFIED
26150,10,11,2016,8,12,2016,H1B,UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,85675.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,89296.8,0.0,Year,N,N,CA,92093,CERTIFIEDWITHDRAWN
26151,23,2,2017,1,3,2017,H1B,TECH MAHINDRA AMERICASINC,TX,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,63918.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,73339.0,0.0,Year,Y,N,CT,6810,CERTIFIED
26153,17,3,2017,25,3,2017,H1B,LORSIV TECHNOLOGIES INC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,66186.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,67000.0,0.0,Year,N,N,MO,63146,CERTIFIEDWITHDRAWN
26154,18,7,2016,7,3,2017,H1B,LOUISIANA STATE UNIVERSITY AND A and M COLLEGE,LA,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,44949.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,44949.0,0.0,Year,N,N,LA,70803,CERTIFIEDWITHDRAWN
26155,16,5,2017,22,5,2017,H1B,ACCENTURE LLP,IL,UNITED STATES OF AMERICA,ANALYSTS,5416.0,1,Y,77958.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,92300.0,0.0,Year,N,N,CT,6902,CERTIFIED
26156,6,3,2017,20,3,2017,H1B,DETROIT LABS LLC,MI,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,61963.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,92000.0,0.0,Year,N,N,MI,48226,CERTIFIEDWITHDRAWN
26157,2,3,2017,8,3,2017,H1B,CYTOBIOSCIENCE INC,TX,UNITED STATES OF AMERICA,COACHES AND SCOUTS,541711.0,1,Y,67413.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,N,N,TX,78229,CERTIFIED
26158,12,1,2017,17,1,2017,H1B,BAVE TECHNOLOGIES INC,TX,UNITED STATES OF AMERICA,MANAGERS,541512.0,1,Y,85197.0,Year,OES,2016.0,NONE,85197.0,0.0,Year,Y,N,TX,75261,DENIED
26160,22,11,2016,29,11,2016,H1B,CHUANGYI METALS CORP,IL,UNITED STATES OF AMERICA,SCIENTIST,423930.0,1,Y,53872.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,53872.0,0.0,Year,N,N,IL,60632,DENIED
26161,20,2,2017,23,2,2017,H1B,VERITAS TECHNOLOGIES LLC,CA,UNITED STATES OF AMERICA,MARKETING,541511.0,1,Y,77917.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,71400.0,0.0,Year,N,N,MN,55113,DENIED
26162,1,2,2017,17,2,2017,H1B,THE CHILDRENS HOSPITAL OF PHILADELPHIA,PA,UNITED STATES OF AMERICA,ANALYSTS,622110.0,1,Y,41725.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,54228.0,0.0,Year,N,N,PA,19104,CERTIFIEDWITHDRAWN
26163,26,7,2016,6,3,2017,H1B,LENDINGCLUB CORPORATION,CA,UNITED STATES OF AMERICA,ANALYSTS,522291.0,1,Y,126069.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,156520.0,0.0,Year,N,N,CA,94105,CERTIFIEDWITHDRAWN
26164,2,2,2016,21,10,2016,H1B,BLACKROCK INVESTMENT MANAGEMENT LLC,NY,UNITED STATES OF AMERICA,ANALYSTS,523920.0,1,Y,50336.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,50336.0,71000.0,Year,N,N,NJ,8540,CERTIFIEDWITHDRAWN
26165,7,4,2017,13,4,2017,H1B,PANASONIC AVIONICS CORPORATION,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,334111.0,1,Y,97282.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,108054.96,0.0,Year,N,N,CA,92630,CERTIFIED
26166,1,6,2017,7,6,2017,H1B,DELOITTE TRANSACTIONS AND BUSINESS ANALYTICS LLP,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541219.0,15,Y,72301.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,73300.0,0.0,Year,N,N,VA,22102,CERTIFIED
26167,3,3,2017,9,3,2017,H1B,REDBURN USA LLC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,523930.0,1,Y,53165.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,60000.0,75000.0,Year,N,N,NY,10017,CERTIFIED
26168,9,6,2017,15,6,2017,H1B,ROJO ARCHITECTURE LLC,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541310.0,1,Y,53872.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,66000.0,85000.0,Year,N,N,FL,33610,CERTIFIED
26169,30,9,2016,6,10,2016,H1B,QUALITY MATRIX INC,MA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,36962.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,IN,46508,CERTIFIED
26170,2,12,2015,1,5,2017,E3 Australian,MICROSOFT CORPORATION,WA,UNITED STATES OF AMERICA,ANALYSTS,51121.0,1,Y,84115.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,151900.0,0.0,Year,,,WA,98052,CERTIFIEDWITHDRAWN
26171,4,5,2017,10,5,2017,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,59530.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60700.0,88200.0,Year,Y,N,TX,75019,CERTIFIED
26172,3,10,2016,5,10,2016,H1B,AMAZON WEB SERVICES INC,WA,UNITED STATES OF AMERICA,MARKETING,518210.0,1,Y,96845.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,95000.0,115000.0,Year,N,N,VA,20170,DENIED
26173,17,5,2017,23,5,2017,H1B,BLUE ICY WATER LLC,MI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,63669.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,69000.0,0.0,Year,N,N,OH,48104,DENIED
26174,28,11,2016,1,12,2016,H1B,KNOWLEDGE BUILDERS INC,NY,UNITED STATES OF AMERICA,LOGISTICIANS,541511.0,4,Y,65541.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,70000.0,100000.0,Year,Y,N,NY,12203,DENIED
26175,12,5,2017,18,5,2017,H1B,KORANGY PUBLISHING INC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,511120.0,1,Y,48922.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,NY,10001,CERTIFIED
26176,23,2,2017,1,3,2017,H1B,MORGAN STANLEY SERVICES GROUP INC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,523110.0,1,Y,85218.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,103000.0,0.0,Year,N,N,NY,10019,CERTIFIED
26177,25,5,2017,27,6,2017,H1B,I3INFOTEK INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,66830.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,67000.0,0.0,Year,N,N,IL,60089,CERTIFIEDWITHDRAWN
26178,30,12,2016,6,1,2017,H1B,CONDUIT TECHNICAL CONSULTING CORPORATION,SC,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,69493.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,100000.0,0.0,Year,N,N,SC,29577,DENIED
26179,19,3,2016,29,10,2016,H1B,WINDYCITY TECHNOLOGIES INC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,72613.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,73000.0,0.0,Year,Y,N,OH,43219,CERTIFIEDWITHDRAWN
26181,13,1,2016,2,6,2017,H1B,AKAMAI TECHNOLOGIES INC,MA,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,105562.0,Year,Other,2015.0,RADFORD GLOBAL SURVEY,111900.0,168100.0,Year,N,N,CA,94103,CERTIFIEDWITHDRAWN
26182,21,11,2016,28,11,2016,H1B,UTICA ACADEMY OF SCIENCE CHARTER SCHOOL,NY,UNITED STATES OF AMERICA,IT MANAGERS,611110.0,1,Y,42240.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,42250.0,42250.0,Year,N,N,NY,13502,CERTIFIED
26183,4,10,2016,6,10,2016,H1B,NEXON AMERICA INC,CA,UNITED STATES OF AMERICA,MARKETING,511210.0,1,Y,26.5,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,26.43,30.0,Hour,N,N,CA,90245,DENIED
26184,14,3,2017,16,3,2017,H1B,RED HIBBERT GROUP LLC,NJ,UNITED STATES OF AMERICA,SCIENTIST,54183.0,1,Y,65042.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,N,N,CA,94105,DENIED
26185,23,1,2017,27,1,2017,H1B,STACK LABS INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,335122.0,1,Y,66518.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,95000.0,0.0,Year,N,N,CA,95014,DENIED
26187,16,2,2017,23,2,2017,H1B,RENOWNED CORP,NY,UNITED STATES OF AMERICA,EDUCATION,541511.0,1,Y,53200.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,53200.0,0.0,Year,N,N,NY,10016,CERTIFIED
26189,17,1,2017,18,1,2017,H1B,COTTON INCORPORATED,NC,UNITED STATES OF AMERICA,DOCTORS,5417.0,1,Y,58427.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,69602.0,70000.0,Year,N,N,NC,27513,DENIED
26190,6,3,2017,8,3,2017,H1B,TASKSTREAM LLC,NY,UNITED STATES OF AMERICA,DOCTORS,541511.0,2,Y,70221.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,100000.0,0.0,Year,N,N,NY,10010,DENIED
26192,20,12,2016,27,12,2016,H1B,VOODOO MANUFACTURING INC,NY,UNITED STATES OF AMERICA,MANAGERS,3261.0,1,Y,64813.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,N,N,NY,11206,DENIED
26193,24,3,2017,30,3,2017,H1B,GO BARN INC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,44512.0,1,Y,62000.0,Year,OES,2016.0,NONE,62000.0,0.0,Year,N,N,NY,11572,DENIED
26194,15,3,2017,17,3,2017,H1B,MAGNA IMPERIO SYSTEMS,TX,UNITED STATES OF AMERICA,PUBLIC RELATIONS,333318.0,2,Y,31.26,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,31.73,32.69,Hour,N,N,TX,77065,DENIED
26195,7,6,2017,13,6,2017,H1B,ACCENTURE LLP,IL,UNITED STATES OF AMERICA,ANALYSTS,5416.0,1,Y,104936.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,105700.0,0.0,Year,N,N,NJ,7030,CERTIFIED
26196,24,3,2017,12,6,2017,H1B,SAJA TECH INC,MI,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,43722.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,CA,91201,CERTIFIEDWITHDRAWN
26197,20,3,2017,22,3,2017,H1B,AMEC FOSTER WHEELER USA CORPORATION,TX,UNITED STATES OF AMERICA,REAL ESTATE,541330.0,1,Y,100173.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74048.0,97978.0,Year,N,N,TX,77079,DENIED
26198,11,10,2016,18,10,2016,H1B,APPTIO INC,WA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,122533.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,160000.0,0.0,Year,N,N,WA,98004,CERTIFIED
26199,23,3,2017,28,3,2017,H1B,FEDERAL NATIONAL MORTGAGE ASSOCIATION,DC,UNITED STATES OF AMERICA,PUBLIC RELATIONS,522294.0,3,Y,90646.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,94000.0,160000.0,Year,N,N,DC,20016,DENIED
26200,16,3,2017,22,3,2017,H1B,FRESENIUS USA MANUFACTURING INC A FRESENIUS MEDICAL CARE NA CO,MA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,334510.0,1,Y,68432.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,80017.6,0.0,Year,N,N,UT,84404,CERTIFIED
26201,13,12,2016,12,5,2017,H1B,HM HEALTH SOLUTIONS INC,PA,UNITED STATES OF AMERICA,AGRICULTURE,524114.0,1,Y,103085.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,115444.0,0.0,Year,N,N,PA,15222,CERTIFIEDWITHDRAWN
26202,5,1,2017,9,1,2017,H1B,NAT INC,FL,UNITED STATES OF AMERICA,DOCTORS,541511.0,1,Y,75000.0,Year,,2016.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,N,N,FL,33609,DENIED
26203,18,4,2017,24,4,2017,H1B,UNIVERSITY OF MICHIGAN,MI,UNITED STATES OF AMERICA,HUMAN RESOURCES,611310.0,1,Y,43306.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,47484.0,0.0,Year,N,N,MI,48109,CERTIFIED
26204,5,3,2017,8,3,2017,H1B,MEGAPUTER INTELLIGENCE INC,IN,UNITED STATES OF AMERICA,MARKETING,511210.0,1,Y,36754.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,IN,47403,DENIED
26205,16,3,2017,22,3,2017,H1B,COMPUSOFT DEVELOPMENT LLC,UT,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,5112.0,1,Y,49504.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,UT,84009,DENIED
26207,2,3,2017,8,3,2017,H1B,LEK CONSULTING LLC,MA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541611.0,1,Y,119038.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,140000.0,150000.0,Year,N,N,CA,94111,CERTIFIED
26208,19,3,2015,9,3,2017,H1B,REVISION TECHNOLOGIES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,62650.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,65000.0,70000.0,Year,N,N,NJ,7080,CERTIFIEDWITHDRAWN
